Gene,gene.description
AT2G46650,Cytochrome B5 isoform C [Source:UniProtKB/Swiss-Prot;Acc:Q9ZNV4]
AT5G21080,Uncharacterized protein [Source:TAIR;Acc:AT5G21080]
AT2G19130,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 [Source:UniProtKB/Swiss-Prot;Acc:O64477]
AT1G02980,Cullin-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRZ0]
AT3G28710,V-type proton ATPase subunit d1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJI5]
AT4G11690,Pentatricopeptide repeat-containing protein At4g11690 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0D6]
AT5G67220,FMN-linked oxidoreductases superfamily protein [Source:TAIR;Acc:AT5G67220]
AT4G19440,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:TAIR;Acc:AT4G19440]
AT1G21525,pseudogene of unknown protein [Source:TAIR;Acc:AT1G21525]
AT3G04880,DNA-damage-repair/toleration protein DRT102 [Source:UniProtKB/Swiss-Prot;Acc:Q05212]
AT3G57780,BEST Arabidopsis thaliana protein match is: nucleolar protein gar2-related (TAIR:AT2G42320.2); Has 3163 Blast hits to 2460 proteins in 357 species: Archae - 16; Bacteria - 291; Metazoa - 841; Fungi - 335; Plants - 248; Viruses - 72; Other Eukaryotes /.../0 (source: NCBI BLink). [Source:TAIR;Acc:AT3G57780]
AT3G57710,Protein kinase superfamily protein [Source:TAIR;Acc:AT3G57710]
AT2G16900,Arabidopsis phospholipase-like protein (PEARLI 4) family [Source:TAIR;Acc:AT2G16900]
AT4G23000,Calcineurin-like metallo-phosphoesterase superfamily protein [Source:TAIR;Acc:AT4G23000]
AT3G62450,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 35 Blast hits to 35 proteins in 15 specie /.../hae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). [Source:TAIR;Acc:AT3G62450]
AT3G14517,transposable element gene [Source:TAIR;Acc:AT3G14517]
AT5G48650,Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain [Source:TAIR;Acc:AT5G48650]
AT3G53010,Domain of unknown function (DUF303) [Source:TAIR;Acc:AT3G53010]
AT2G05440,GLYCINE RICH PROTEIN 9 [Source:TAIR;Acc:AT2G05440]
AT1G53290,"Probable beta-1,3-galactosyltransferase 14 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7M1]"
AT2G34530,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: flower; EXPRESSED DURING: petal differentiation and expansion stage; BEST Arabidopsis thaliana protein /.../ is: unknown protein (TAIR:AT2G34540.2); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT2G34530]
AT3G24730,"mRNA splicing factor, thioredoxin-like U5 snRNP [Source:TAIR;Acc:AT3G24730]"
AT5G44575,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 7 Blast hits to 7 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 7; Viruses - /.../her Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G44575]
AT1G75280,Isoflavone reductase homolog P3 [Source:UniProtKB/Swiss-Prot;Acc:P52577]
AT1G69523,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:TAIR;Acc:AT1G69523]
AT2G19580,Tetraspanin-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUN5]
AT2G38710,Uncharacterized protein At2g38710 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVJ2]
AT5G40840,Sister chromatid cohesion 1 protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FQ20]
AT4G18750,"Pentatricopeptide repeat-containing protein DOT4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SN39]"
AT5G60860,Ras-related protein RABA1f [Source:UniProtKB/Swiss-Prot;Acc:Q9FJH0]
AT1G52343,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G32680.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT1G52343]
AT2G25190,PPPDE putative thiol peptidase family protein [Source:TAIR;Acc:AT2G25190]
AT5G02440,unknown protein; Has 71 Blast hits to 71 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 71; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G02440]
AT2G29120,Glutamate receptor 2.7 [Source:UniProtKB/Swiss-Prot;Acc:Q8LGN0]
AT2G37430,Zinc finger protein ZAT11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLD4]
AT1G67230,Protein CROWDED NUCLEI 1 [Source:UniProtKB/Swiss-Prot;Acc:F4HRT5]
AT4G26288,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: oxidative stress 3 (TAIR:AT5G56550.1); Has 289 Blast hits to 232 proteins in 41 sp /.../ Archae - 0; Bacteria - 12; Metazoa - 36; Fungi - 21; Plants - 151; Viruses - 2; Other Eukaryotes - 67 (source: NCBI BLink). [Source:TAIR;Acc:AT4G26288]
AT3G07950,rhomboid protein-related [Source:TAIR;Acc:AT3G07950]
AT1G61810,Beta-glucosidase 45 [Source:UniProtKB/Swiss-Prot;Acc:O80689]
AT4G01700,Chitinase family protein [Source:TAIR;Acc:AT4G01700]
AT2G26080,"Glycine dehydrogenase (decarboxylating) 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O80988]"
AT2G21950,F-box/kelch-repeat protein SKIP6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ04]
AT3G10480,NAC domain containing protein 50 [Source:TAIR;Acc:AT3G10480]
AT2G36640,embryonic cell protein 63 [Source:TAIR;Acc:AT2G36640]
AT2G47630,alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT2G47630]
AT4G19150,Ankyrin repeat family protein [Source:TAIR;Acc:AT4G19150]
AT3G60220,E3 ubiquitin-protein ligase ATL4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LY41]
AT1G01420,UDP-glycosyltransferase 72B3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LNI1]
AT1G09995,DNA repair DEAD helicase RAD3/XP-D subfamily protein [Source:TAIR;Acc:AT1G09995]
AT4G20350,oxidoreductases [Source:TAIR;Acc:AT4G20350]
AT4G21865,unknown protein; Has 11 Blast hits to 11 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 11; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT4G21865]
AT5G49510,Probable prefoldin subunit 3 [Source:UniProtKB/Swiss-Prot;Acc:P57741]
AT2G41200,unknown protein; Has 26 Blast hits to 26 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT2G41200]
AT3G54530,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G54520.1); Has 159 Blast hits to 159 proteins in 50 species: Archae - 2; Bacteria - 26; Metazoa - 55; Fungi - 5; Plants - 20; Viruses - 2; Other Eukaryotes - 49 (s /.../ NCBI BLink). [Source:TAIR;Acc:AT3G54530]
AT1G04560,AWPM-19-like family protein [Source:TAIR;Acc:AT1G04560]
AT4G16670,Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region [Source:TAIR;Acc:AT4G16670]
AT4G26130,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: u /.../ protein (TAIR:AT5G56980.1); Has 121 Blast hits to 116 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 113; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink). [Source:TAIR;Acc:AT4G26130]
AT1G79030,Chaperone DnaJ-domain superfamily protein [Source:TAIR;Acc:AT1G79030]
AT1G50520,"cytochrome P450, family 705, subfamily A, polypeptide 27 [Source:TAIR;Acc:AT1G50520]"
AT2G35320,EYES ABSENT homolog [Source:TAIR;Acc:AT2G35320]
AT3G02070,Cysteine proteinases superfamily protein [Source:TAIR;Acc:AT3G02070]
AT5G49840,ATP-dependent Clp protease [Source:TAIR;Acc:AT5G49840]
AT2G20440,Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:TAIR;Acc:AT2G20440]
AT1G79480,Carbohydrate-binding X8 domain superfamily protein [Source:TAIR;Acc:AT1G79480]
AT1G34180,NAC domain-containing protein 16 [Source:UniProtKB/Swiss-Prot;Acc:A4FVP6]
AT5G42350,F-box/kelch-repeat protein At5g42350 [Source:UniProtKB/Swiss-Prot;Acc:Q9FII2]
AT3G49390,Polyadenylate-binding protein-interacting protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9SG10]
AT3G11290,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G11310.1); Has 720 Blast hits to 435 proteins in 28 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 32; Plants - 682; Viruses - 0; Other Eukaryotes - 4 (so /.../NCBI BLink). [Source:TAIR;Acc:AT3G11290]
AT3G28040,Probably inactive leucine-rich repeat receptor-like protein kinase At3g28040 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRT1]
AT3G46800,Cysteine/Histidine-rich C1 domain family protein [Source:TAIR;Acc:AT3G46800]
AT3G49710,Pentatricopeptide repeat-containing protein At3g49710 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2Y7]
AT3G56080,Probable methyltransferase PMT22 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYN3]
AT5G48560,Transcription factor bHLH78 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJL4]
AT3G22380,Protein TIME FOR COFFEE [Source:UniProtKB/Swiss-Prot;Acc:Q94KE2]
AT5G06940,Probably inactive leucine-rich repeat receptor-like protein kinase At5g06940 [Source:UniProtKB/Swiss-Prot;Acc:Q9FL51]
AT1G62200,Protein NRT1/ PTR FAMILY 8.5 [Source:UniProtKB/Swiss-Prot;Acc:Q93Z20]
AT1G44760,Adenine nucleotide alpha hydrolases-like superfamily protein [Source:TAIR;Acc:AT1G44760]
AT5G19770,Tubulin alpha-3 chain [Source:UniProtKB/Swiss-Prot;Acc:Q56WH1]
AT4G24590,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G49710.3); Has 105 Blast hits to 105 proteins in 26 species: Archae - 0; Bacteria - 0; Metazoa - 8; Fungi - 3; Plants - 85; Viruses - 0; Other Eukaryotes - 9 (sour /.../BI BLink). [Source:TAIR;Acc:AT4G24590]
AT1G57720,Probable elongation factor 1-gamma 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FVT2]
AT1G05950,unknown protein; Has 50 Blast hits to 45 proteins in 14 species: Archae - 5; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink). [Source:TAIR;Acc:AT1G05950]
AT1G09900,Pentatricopeptide repeat-containing protein At1g09900 [Source:UniProtKB/Swiss-Prot;Acc:Q3EDF8]
AT5G01880,RING-H2 finger protein ATL74 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZV8]
AT5G18800,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B [Source:UniProtKB/Swiss-Prot;Acc:Q8LGE7]
AT1G23550,Probable inactive poly [ADP-ribose] polymerase SRO2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUD9]
AT4G17750,Heat stress transcription factor A-1a [Source:UniProtKB/Swiss-Prot;Acc:P41151]
AT1G01650,Signal peptide peptidase-like 4 [Source:UniProtKB/Swiss-Prot;Acc:Q0WMJ8]
AT1G56610,F-box protein At1g56610 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYP8]
AT4G25150,"HAD superfamily, subfamily IIIB acid phosphatase [Source:TAIR;Acc:AT4G25150]"
AT1G01190,"cytochrome P450, family 78, subfamily A, polypeptide 8 [Source:TAIR;Acc:AT1G01190]"
AT4G33430,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q94F62]
AT1G52315,Regulator of Vps4 activity in the MVB pathway protein [Source:TAIR;Acc:AT1G52315]
AT1G66480,Uncharacterized protein At1g66480 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLC8]
AT1G17170,Glutathione S-transferase U24 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHH6]
AT5G38290,"Chloroplastic group IIB intron splicing facilitator CRS2-A, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FKN4]"
AT5G02480,HSP20-like chaperones superfamily protein [Source:TAIR;Acc:AT5G02480]
AT4G20730,transposable element gene [Source:TAIR;Acc:AT4G20730]
AT1G51170,Serine/threonine-protein kinase UCN [Source:UniProtKB/Swiss-Prot;Acc:Q9SYB9]
AT3G06440,"Probable beta-1,3-galactosyltransferase 16 [Source:UniProtKB/Swiss-Prot;Acc:Q9ASW1]"
AT5G01840,Transcription repressor OFP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZW2]
AT3G13235,ubiquitin family protein [Source:TAIR;Acc:AT3G13235]
AT3G54200,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:TAIR;Acc:AT3G54200]
AT2G20060,Ribosomal protein L4/L1 family [Source:TAIR;Acc:AT2G20060]
AT1G78320,Glutathione S-transferase U23 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9F1]
AT4G20440,small nuclear ribonucleoprotein associated protein B [Source:TAIR;Acc:AT4G20440]
AT3G51240,"Naringenin,2-oxoglutarate 3-dioxygenase [Source:UniProtKB/Swiss-Prot;Acc:Q9S818]"
AT1G24350,Acid phosphatase/vanadium-dependent haloperoxidase-related protein [Source:TAIR;Acc:AT1G24350]
AT2G15695,"Protein of unknown function DUF829, transmembrane 53 [Source:TAIR;Acc:AT2G15695]"
AT2G22880,VQ motif-containing protein [Source:TAIR;Acc:AT2G22880]
AT1G07175,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G29995.1); Has 30201 Blast hits to 17322 protei /.../780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT1G07175]
AT1G32490,RNA helicase family protein [Source:TAIR;Acc:AT1G32490]
AT1G33470,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:TAIR;Acc:AT1G33470]
AT4G15470,BI1-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q94A20]
AT3G59310,Eukaryotic protein of unknown function (DUF914) [Source:TAIR;Acc:AT3G59310]
AT3G11570,Protein trichome birefringence-like 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAX1]
AT2G39530,CASP-like protein 4D1 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWD5]
AT4G14455,Bet1-like SNARE 1-2 [Source:UniProtKB/Swiss-Prot;Acc:Q94CG2]
AT4G38860,SAUR-like auxin-responsive protein family [Source:TAIR;Acc:AT4G38860]
AT5G24320,Transducin/WD40 repeat-like superfamily protein [Source:TAIR;Acc:AT5G24320]
AT3G23050,Auxin-responsive protein IAA7 [Source:UniProtKB/Swiss-Prot;Acc:Q38825]
AT5G16050,14-3-3-like protein GF14 upsilon [Source:UniProtKB/Swiss-Prot;Acc:P42645]
AT3G21180,"Calcium-transporting ATPase 9, plasma membrane-type [Source:UniProtKB/Swiss-Prot;Acc:Q9LU41]"
AT3G28030,DNA repair protein UVH3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ATY5]
AT3G13790,"Beta-fructofuranosidase, insoluble isoenzyme CWINV1 [Source:UniProtKB/Swiss-Prot;Acc:Q43866]"
AT1G54030,Inactive GDSL esterase/lipase-like protein 25 [Source:UniProtKB/Swiss-Prot;Acc:Q7XA74]
AT2G16005,MD-2-related lipid recognition domain-containing protein [Source:TAIR;Acc:AT2G16005]
AT4G17190,Farnesyl pyrophosphate synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q43315]
AT3G60980,"Pentatricopeptide repeat-containing protein At3g60980, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LEX5]"
AT2G14255,Probable protein S-acyltransferase 23 [Source:UniProtKB/Swiss-Prot;Acc:Q3EC11]
AT1G63910,myb domain protein 103 [Source:TAIR;Acc:AT1G63910]
AT3G16150,Probable isoaspartyl peptidase/L-asparaginase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXG1]
AT1G14630,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01990.1); Has 125 Blast hits to 123 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 125; Viruses - 0; Other Eukaryotes - 0 (sou /.../CBI BLink). [Source:TAIR;Acc:AT1G14630]
AT1G02305,Cysteine proteinases superfamily protein [Source:TAIR;Acc:AT1G02305]
AT5G16010,3-oxo-5-alpha-steroid 4-dehydrogenase family protein [Source:TAIR;Acc:AT5G16010]
AT3G19490,sodium:hydrogen antiporter 1 [Source:TAIR;Acc:AT3G19490]
AT2G22795,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 144236; Metazoa - 287749; Fungi - 87083; Plants - 43826; Viruses - 3 /.../ther Eukaryotes - 228769 (source: NCBI BLink). [Source:TAIR;Acc:AT2G22795]
AT1G49410,Mitochondrial import receptor subunit TOM6 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9XIA7]
AT1G74830,Probable myosin-binding protein 6 [Source:UniProtKB/Swiss-Prot;Acc:F4HVS6]
AT1G13320,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A gamma isoform [Source:UniProtKB/Swiss-Prot;Acc:Q38951]
AT3G16030,G-type lectin S-receptor-like serine/threonine-protein kinase CES101 [Source:UniProtKB/Swiss-Prot;Acc:Q9LW83]
AT2G01880,Purple acid phosphatase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q8S341]
AT3G02490,"Pentatricopeptide repeat-containing protein At3g02490, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M891]"
AT5G48950,"1,4-dihydroxy-2-naphthoyl-CoA thioesterase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FI76]"
AT1G08640,Chloroplast J-like domain 1 [Source:TAIR;Acc:AT1G08640]
AT5G03220,Mediator of RNA polymerase II transcription subunit 7a [Source:UniProtKB/Swiss-Prot;Acc:Q9LYW3]
AT5G57170,Tautomerase/MIF superfamily protein [Source:TAIR;Acc:AT5G57170]
AT3G60540,"Preprotein translocase Sec, Sec61-beta subunit protein [Source:TAIR;Acc:AT3G60540]"
AT1G78380,Glutathione S-transferase U19 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZRW8]
AT3G02780,"Isopentenyl-diphosphate Delta-isomerase II, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42553]"
AT4G34560,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G66440.1); Has 67 Blast hits to 66 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 0 (source /.../ BLink). [Source:TAIR;Acc:AT4G34560]
AT3G02580,Delta(7)-sterol-C5(6)-desaturase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q39208]
AT5G57510,unknown protein; Has 27 Blast hits to 27 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 27; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G57510]
AT2G19460,Protein of unknown function (DUF3511) [Source:TAIR;Acc:AT2G19460]
AT1G67680,SRP72 RNA-binding domain [Source:TAIR;Acc:AT1G67680]
AT3G02570,Mannose-6-phosphate isomerase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M884]
AT1G17285,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G17300.1); Has 35333 Blast hits to 34131 protei /.../2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT1G17285]
AT5G43190,F-box/kelch-repeat protein At5g43190 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHS6]
AT4G20850,Tripeptidyl-peptidase 2 [Source:UniProtKB/Swiss-Prot;Acc:F4JVN6]
AT5G23230,Nicotinamidase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMX7]
AT2G31200,Actin-depolymerizing factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSK2]
AT3G53450,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFH3]
AT1G08730,Myosin-9 [Source:UniProtKB/Swiss-Prot;Acc:F4HXP9]
AT4G14145,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - /.../ Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G14145]
AT3G11520,Cyclin-B1-3 [Source:UniProtKB/Swiss-Prot;Acc:Q39069]
AT4G26890,mitogen-activated protein kinase kinase kinase 16 [Source:TAIR;Acc:AT4G26890]
AT3G45443,unknown protein; Has 4 Blast hits to 4 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 4; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT3G45443]
AT3G25180,Cytochrome P450 82G1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSF8]
AT3G03600,"Ribosomal protein S2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9GCB9]"
AT1G08420,Serine/threonine-protein phosphatase BSL2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJF0]
AT2G40380,PRA1 family protein B2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIY7]
AT3G18680,Amino acid kinase family protein [Source:TAIR;Acc:AT3G18680]
AT3G02050,Potassium transporter 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LD18]
AT3G11770,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:TAIR;Acc:AT3G11770]"
AT1G07570,"Protein kinase APK1A, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q06548]"
AT3G23910,BEST Arabidopsis thaliana protein match is: RNA-directed DNA polymerase (reverse transcriptase)-related family protein (TAIR:AT3G24255.2); Has 562 Blast hits to 532 proteins in 147 species: Archae - 28; Bacteria - 51; Metazoa - 157; Fungi - 82; Plan /.../5; Viruses - 6; Other Eukaryotes - 153 (source: NCBI BLink). [Source:TAIR;Acc:AT3G23910]
AT2G32140,transmembrane receptors [Source:TAIR;Acc:AT2G32140]
AT3G22072,other RNA [Source:TAIR;Acc:AT3G22072]
AT1G21160,eukaryotic translation initiation factor 2 (eIF-2) family protein [Source:TAIR;Acc:AT1G21160]
AT1G09100,26S protease regulatory subunit 6A homolog B [Source:UniProtKB/Swiss-Prot;Acc:O04019]
AT4G29180,Probable LRR receptor-like serine/threonine-protein kinase At4g29180 [Source:UniProtKB/Swiss-Prot;Acc:C0LGR6]
AT1G78120,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:TAIR;Acc:AT1G78120]
AT5G22130,GPI mannosyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q500W7]
AT5G04250,Cysteine proteinases superfamily protein [Source:TAIR;Acc:AT5G04250]
